ndb_id,description,water (g),energy (kcal),protein (g),total fat (g),ash (g),carbohydrate (g),dietary fiber (g),sugar (g),calcium (mg),iron (mg),magnesium (mg),phosphorus (mg),potassium (mg),sodium (mg),zinc (mg),copper (mg),manganese (mg),selenium (μg),vitamin c (mg),thiamin (mg),riboflavin (mg),niacin (mg),pantothenic acid (mg),vitamin b6 (mg),total folate (μg),folic acid (μg),food folate (μg),dietary folate (μg),choline (mg),vitamin b12 (μg),vitamin a (iu),vitamin a (μg),retinol (μg),alpha-carotene (μg),beta-carotene (μg),beta-cryptoxanthin (μg),lycopene (μg),lutein + zeazanthin (μg),vitamin e (mg),vitamin d (μg),vitamin d (iu),vitamin k (μg),saturated fatty acid (g),monounsaturated fatty acids (g),polyunsaturated fatty acids (g),cholesterol (mg)
14381,"BEVERAGES,TEA,HERB,OTHER THAN CHAMOMILE,BREWED",99.70,1,0.00,0.00,0.00,0.20,0.0,0.00,2,0.08,1,0,9,1,0.04,0.015,0.044,0.0,0.0,0.010,0.004,0.000,0.011,0.000,1,0,1,1,0.4,0.00,0,0,0,0,0,0,0,0,0.00,0.0,0,0.0,0.002,0.001,0.005,0
14536,"ALCOHOLIC BEV,WINE,DSSRT,DRY",72.53,152,0.20,0.00,0.30,11.67,0.0,1.09,8,0.24,9,9,92,9,0.07,0.045,0.119,0.5,0.0,0.018,0.018,0.213,0.032,0.000,0,0,0,0,,0.00,0,0,0,0,0,0,0,0,0.00,,,0.0,0.000,0.000,0.000,0
14544,"BEVERAGES,TEA,BLACK,BREWED,PREP W/ DISTILLED H2O",99.70,1,0.00,0.00,0.02,0.30,0.0,,0,0.01,1,1,21,0,0.01,0.008,0.219,0.0,0.0,0.000,0.014,0.000,0.011,0.000,5,0,5,5,,0.00,0,,0,,,,,,,,,,0.002,0.001,0.004,0
14545,"BEVERAGES,TEA,HERB,BREWED,CHAMOMILE",99.70,1,0.00,0.00,0.01,0.20,0.0,0.00,2,0.08,1,0,9,1,0.04,0.015,0.044,0.0,0.0,0.010,0.004,0.000,0.011,0.000,1,0,1,1,0.0,0.00,20,1,0,0,12,0,0,0,0.00,0.0,0,0.0,0.002,0.001,0.005,0
14601,"BEVERAGES,WENDY'S,TEA,RTD,UNSWTND",99.79,1,0.22,0.00,0.04,0.00,,,2,0.00,1,1,14,3,0.01,0.008,0.136,0.0,,0.018,0.024,0.000,0.009,0.000,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,
14654,"BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR",8.30,392,53.57,10.71,7.03,20.38,0.0,3.57,714,22.50,500,1429,1000,1214,18.75,2.500,125.000,87.5,75.0,2.143,2.125,25.000,12.500,2.500,571,571,0,971,179.7,6.43,6250,1875,1875,0,0,0,0,0,16.88,12.5,500,125.0,0.000,2.907,7.268,0
15001,"ANCHOVY,EUROPEAN,RAW",73.37,131,20.35,4.84,1.44,0.00,0.0,0.00,147,3.25,41,174,383,104,1.72,0.211,0.070,36.5,0.0,0.055,0.256,14.024,0.645,0.143,9,0,9,9,,0.62,50,15,15,0,0,0,0,0,0.57,,,0.1,1.282,1.182,1.637,60
15003,"BASS,FRSH H2O,MXD SP,RAW",75.66,114,18.86,3.69,1.52,0.00,0.0,,80,1.49,30,200,356,70,0.65,0.093,0.889,12.6,2.0,0.075,0.074,1.250,0.750,0.120,15,0,15,15,,2.00,100,30,30,,,,,,,,,,0.780,1.431,1.062,68
15004,"BASS,STRIPED,RAW",79.22,97,17.73,2.33,1.04,0.00,0.0,,15,0.84,40,198,256,69,0.40,0.031,0.015,36.5,0.0,0.100,0.030,2.100,0.750,0.300,9,0,9,9,,3.82,90,27,27,,,,,,,,,,0.507,0.660,0.784,80
15005,"BLUEFISH,RAW",70.86,124,20.04,4.24,1.04,0.00,0.0,,7,0.48,33,227,372,60,0.81,0.053,0.021,36.5,0.0,0.058,0.080,5.950,0.828,0.402,2,0,2,2,,5.39,398,120,120,,,,,,,,,,0.915,1.793,1.060,59
15007,"BUTTERFISH,RAW",74.13,146,17.28,8.02,1.20,0.00,0.0,,22,0.50,25,240,375,89,0.77,0.054,0.015,36.5,0.0,0.120,0.150,4.500,0.750,0.300,15,0,15,15,,1.90,100,30,30,,,,,,,,,,3.380,3.380,0.590,65
15008,"CARP,RAW",76.31,127,17.83,5.60,1.46,0.00,0.0,0.00,41,1.24,29,415,333,49,1.48,0.057,0.042,12.6,1.6,0.115,0.055,1.640,0.750,0.190,15,0,15,15,65.0,1.53,30,9,9,0,0,0,0,0,0.63,24.7,988,0.1,1.083,2.328,1.431,66
15010,"CATFISH,CHANNEL,WILD,RAW",80.36,95,16.38,2.82,0.96,0.00,0.0,,14,0.30,23,209,358,43,0.51,0.034,0.025,12.6,0.7,0.210,0.072,1.907,0.765,0.116,10,0,10,10,,2.23,50,15,15,,,,,,,12.5,500,,0.722,0.844,0.865,58
15015,"COD,ATLANTIC,RAW",81.22,82,17.81,0.67,1.16,0.00,0.0,0.00,16,0.38,32,203,413,54,0.45,0.028,0.015,33.1,1.0,0.076,0.065,2.063,0.153,0.245,7,0,7,7,65.2,0.91,40,12,12,0,0,0,0,0,0.64,0.9,36,0.1,0.131,0.094,0.231,43
15016,"COD,ATLANTIC,CKD,DRY HEAT",75.92,105,22.83,0.86,1.49,0.00,0.0,0.00,14,0.49,42,138,244,78,0.58,0.036,0.020,37.6,1.0,0.088,0.079,2.513,0.180,0.283,8,0,8,8,83.7,1.05,47,14,14,0,0,0,0,0,0.81,1.2,46,0.1,0.168,0.124,0.292,55
15017,"COD,ATLANTIC,CND,SOL&LIQ",75.61,105,22.76,0.86,1.49,0.00,0.0,0.00,21,0.49,41,260,528,218,0.58,0.037,0.020,38.1,1.0,0.087,0.079,2.505,0.170,0.282,8,0,8,8,85.0,1.05,47,14,14,0,0,0,0,0,0.82,1.2,47,0.1,0.167,0.124,0.291,55
15020,"CROAKER,ATLANTIC,RAW",78.03,104,17.78,3.17,1.11,0.00,0.0,0.00,15,0.37,40,210,345,56,0.42,0.042,0.025,36.5,0.0,0.075,0.095,4.200,0.750,0.300,15,0,15,15,67.0,2.50,41,12,12,0,0,0,0,0,1.29,0.7,27,0.1,1.088,1.149,0.464,61
15022,"CUSK,RAW",76.35,87,18.99,0.69,1.25,0.00,0.0,,10,0.83,31,204,392,31,0.38,0.018,0.015,36.5,0.0,0.042,0.133,2.686,0.279,0.387,2,0,2,2,,1.04,60,18,18,,,,,,,,,,0.130,0.090,0.280,41
15023,"FISH,MAHIMAHI,RAW",77.55,85,18.50,0.70,2.10,0.00,0.0,,15,1.13,30,143,416,88,0.46,0.041,0.015,36.5,0.0,0.020,0.070,6.100,0.750,0.400,5,0,5,5,,0.60,180,54,54,,,,,,,,,,0.188,0.121,0.165,73
15025,"EEL,MIXED SPECIES,RAW",68.26,184,18.44,11.66,1.41,0.00,0.0,0.00,20,0.50,20,216,272,51,1.62,0.023,0.035,6.5,1.8,0.150,0.040,3.500,0.240,0.067,15,0,15,15,65.0,3.00,3477,1043,1043,0,0,0,0,0,4.00,23.3,932,0.0,2.358,7.190,0.947,126
15026,"EEL,MXD SP,CKD,DRY HEAT",59.31,236,23.65,14.95,1.80,0.00,0.0,,26,0.64,26,277,349,65,2.08,0.029,0.040,8.3,1.8,0.183,0.051,4.487,0.280,0.077,17,0,17,17,,2.89,3787,1137,1137,,,,,,,,,,3.023,9.218,1.214,161
15031,"GROUPER,MIXED SPECIES,RAW",79.22,92,19.38,1.02,1.17,0.00,0.0,,27,0.89,31,162,483,53,0.48,0.020,0.014,36.5,0.0,0.070,0.005,0.313,0.750,0.300,9,0,9,9,,0.60,143,43,43,,,,,,,,,,0.233,0.202,0.321,37
15032,"GROUPER,MXD SP,CKD,DRY HEAT",73.36,118,24.84,1.30,1.41,0.00,0.0,,21,1.14,37,143,475,53,0.51,0.045,0.012,46.8,0.0,0.081,0.006,0.381,0.870,0.350,10,0,10,10,,0.69,165,50,50,,,,,,,,,,0.299,0.268,0.403,47
15033,"HADDOCK,RAW",83.38,74,16.32,0.45,1.28,0.00,0.0,0.00,11,0.17,21,227,286,213,0.32,0.021,0.011,25.9,0.0,0.020,0.057,3.363,0.403,0.281,12,0,12,12,65.0,1.83,57,17,17,0,0,0,0,0,0.45,0.5,18,0.1,0.091,0.061,0.166,54
15034,"HADDOCK,COOKED,DRY HEAT",79.65,90,19.99,0.55,1.56,0.00,0.0,0.00,14,0.21,26,278,351,261,0.40,0.026,0.013,31.7,0.0,0.023,0.069,4.119,0.494,0.327,13,0,13,13,79.6,2.13,62,21,21,0,0,0,0,0,0.55,0.6,23,0.1,0.111,0.074,0.204,66
15036,"HALIBUT,ATLANTIC&PACIFIC,RAW",80.34,91,18.56,1.33,1.29,0.00,0.0,0.00,7,0.16,23,236,435,68,0.36,0.023,0.011,45.6,0.0,0.050,0.030,6.513,0.343,0.548,12,0,12,12,61.8,1.10,67,20,20,0,0,0,0,0,0.61,4.7,190,0.0,0.292,0.471,0.290,49
15037,"HALIBUT,ATLANTIC&PACIFIC,CKD,DRY HEAT",76.12,111,22.54,1.61,1.57,0.00,0.0,0.00,9,0.20,28,287,528,82,0.43,0.028,0.013,55.4,0.0,0.058,0.036,7.911,0.416,0.632,14,0,14,14,75.1,1.27,73,24,24,0,0,0,0,0,0.74,5.8,231,0.0,0.354,0.573,0.352,60
15038,"HALIBUT,GREENLAND,RAW",70.27,186,14.37,13.84,1.00,0.00,0.0,0.00,3,0.66,26,164,268,80,0.40,0.030,0.012,36.5,0.0,0.060,0.080,1.500,0.250,0.420,1,0,1,1,61.8,1.00,47,14,14,0,0,0,0,0,0.73,27.4,1097,0.1,2.419,8.378,1.367,46
15039,"HERRING,ATLANTIC,RAW",72.05,158,17.96,9.04,1.46,0.00,0.0,0.00,57,1.10,32,236,327,90,0.99,0.092,0.035,36.5,0.7,0.092,0.233,3.217,0.645,0.302,10,0,10,10,65.0,13.67,93,28,28,0,0,0,0,0,1.07,4.2,167,0.1,2.040,3.736,2.133,60
15040,"HERRING,ATLANTIC,CKD,DRY HEAT",64.16,203,23.03,11.59,1.87,0.00,0.0,0.00,74,1.41,41,303,419,115,1.27,0.118,0.040,46.8,0.7,0.112,0.299,4.124,0.740,0.348,12,0,12,12,83.3,13.14,120,36,36,0,0,0,0,0,1.37,5.4,214,0.1,2.615,4.790,2.735,77
15043,"HERRING,PACIFIC,RAW",71.52,195,16.39,13.88,2.37,0.00,0.0,,83,1.12,32,228,423,74,0.53,0.078,0.045,36.5,0.0,0.060,0.200,2.200,1.000,0.450,5,0,5,5,,10.00,106,32,32,,,,,,,,,,3.257,6.872,2.423,77
15044,"LING,RAW",79.63,87,18.99,0.64,1.40,0.00,0.0,,34,0.65,63,198,379,135,0.78,0.110,0.030,36.5,0.0,0.110,0.190,2.300,0.320,0.304,7,0,7,7,,0.56,100,30,30,,,,,,,,,,0.120,0.090,0.220,40
15045,"LINGCOD,RAW",81.03,85,17.66,1.06,1.21,0.00,0.0,,14,0.32,26,201,437,59,0.45,0.027,0.020,36.5,0.0,0.030,0.114,1.900,0.750,0.300,9,0,9,9,,3.60,50,15,15,,,,,,,,,,0.197,0.350,0.300,52
15046,"MACKEREL,ATLANTIC,RAW",63.55,205,18.60,13.89,1.35,0.00,0.0,0.00,12,1.63,76,217,314,90,0.63,0.073,0.015,44.1,0.4,0.176,0.312,9.080,0.856,0.399,1,0,1,1,65.0,8.71,167,50,50,0,0,0,0,0,1.52,16.1,643,5.0,3.257,5.456,3.350,70
15047,"MACKEREL,ATLANTIC,CKD,DRY HEAT",53.27,262,23.85,17.81,1.53,0.00,0.0,,15,1.57,97,278,401,83,0.94,0.094,0.020,51.6,0.4,0.159,0.412,6.850,0.990,0.460,2,0,2,2,,19.00,180,54,54,,,,,,,,,,4.176,7.006,4.300,75
15048,"MACKEREL,JACK,CND,DRND SOL",69.17,156,23.19,6.30,1.73,0.00,0.0,0.00,241,2.04,37,301,194,379,1.02,0.147,0.040,37.7,0.9,0.040,0.212,6.180,0.305,0.210,5,0,5,5,85.0,6.94,433,130,130,0,0,0,0,0,1.03,7.3,292,0.1,1.857,2.225,1.651,79
15049,"MACKEREL,KING,RAW",75.85,105,20.28,2.00,1.28,0.00,0.0,,31,1.78,32,248,435,158,0.56,0.026,0.005,36.5,1.6,0.100,0.476,8.590,0.839,0.442,8,0,8,8,,15.60,727,218,218,,,,,,,,,,0.363,0.764,0.460,53
15050,"MACKEREL,PACIFIC&JACK,MXD SP,RAW",70.15,158,20.07,7.89,1.62,0.00,0.0,0.00,23,1.16,28,125,406,86,0.67,0.093,0.015,36.5,2.0,0.111,0.421,8.320,0.316,0.330,2,0,2,2,66.9,4.40,62,19,19,0,0,0,0,0,1.00,9.1,366,0.1,2.247,2.629,1.940,47
15051,"MACKEREL,SPANISH,RAW",71.67,139,19.29,6.30,1.27,0.00,0.0,0.00,11,0.44,33,205,446,59,0.49,0.055,0.014,36.5,1.6,0.130,0.170,2.300,0.750,0.400,1,0,1,1,50.5,2.40,130,39,39,0,0,0,0,0,0.69,7.3,292,0.1,1.828,1.530,1.739,76
15053,"MILKFISH,RAW",70.85,148,20.53,6.73,1.14,0.00,0.0,,51,0.32,30,162,292,72,0.82,0.034,0.020,12.6,0.0,0.013,0.054,6.440,0.750,0.423,16,0,16,16,,3.40,100,30,30,,,,,,,,,,1.660,2.580,1.840,52
15054,"MONKFISH,RAW",83.24,76,14.48,1.52,1.21,0.00,0.0,,8,0.32,21,200,400,18,0.41,0.028,0.024,36.5,1.0,0.025,0.060,2.100,0.150,0.240,7,0,7,7,,0.90,40,12,12,,,,,,,,,,0.340,0.240,0.610,25
15059,"POUT,OCEAN,RAW",81.36,79,16.64,0.91,1.13,0.00,0.0,,10,0.28,13,200,400,61,1.03,0.032,0.015,36.5,0.0,0.080,0.060,2.100,0.150,0.240,7,0,7,7,,0.90,40,12,12,,,,,,,,,,0.320,0.329,0.032,52
15060,"PERCH,MIXED SPECIES,RAW",79.13,91,19.39,0.92,1.24,0.00,0.0,0.00,80,0.90,30,200,269,62,1.11,0.150,0.700,12.6,1.7,0.070,0.100,1.520,0.750,0.120,5,0,5,5,65.0,1.90,30,9,9,0,0,0,0,0,0.20,3.0,118,0.1,0.185,0.152,0.368,90
15061,"PERCH,MXD SP,CKD,DRY HEAT",73.25,117,24.86,1.18,1.59,0.00,0.0,,102,1.16,38,257,344,79,1.43,0.192,0.900,16.1,1.7,0.080,0.120,1.900,0.870,0.140,6,0,6,6,,2.20,32,10,10,,,,,,,,,,0.237,0.195,0.472,115
15062,"PIKE,NORTHERN,RAW",78.92,88,19.26,0.69,1.20,0.00,0.0,0.00,57,0.55,31,220,259,39,0.67,0.051,0.240,12.6,3.8,0.058,0.063,2.300,0.750,0.117,15,0,15,15,65.0,2.00,70,21,21,0,0,0,0,0,0.20,2.5,99,0.1,0.118,0.157,0.202,39
15063,"PIKE,NORTHERN,CKD,DRY HEAT",72.97,113,24.69,0.88,1.54,0.00,0.0,,73,0.71,40,282,331,49,0.86,0.065,0.310,16.2,3.8,0.067,0.077,2.800,0.870,0.135,17,0,17,17,,2.30,81,24,24,,,,,,,,,,0.151,0.201,0.259,50
15064,"PIKE,WALLEYE,RAW",79.31,93,19.14,1.22,1.20,0.00,0.0,,110,1.30,30,210,389,51,0.62,0.178,0.800,12.6,0.0,0.270,0.160,2.300,0.750,0.120,15,0,15,15,,2.00,70,21,21,,,,,,,,,,0.249,0.294,0.447,86
15065,"POLLOCK,ATLANTIC,RAW",78.18,92,19.44,0.98,1.41,0.00,0.0,0.00,60,0.46,67,221,356,86,0.47,0.050,0.015,36.5,0.0,0.047,0.185,3.270,0.358,0.287,3,0,3,3,75.8,3.19,46,14,14,0,0,0,0,0,0.23,1.0,42,0.1,0.135,0.112,0.483,71
15068,"POMPANO,FLORIDA,RAW",71.12,164,18.48,9.47,1.10,0.00,0.0,0.00,22,0.60,27,195,381,65,0.72,0.038,0.013,36.5,0.0,0.560,0.120,3.000,0.750,0.200,15,0,15,15,51.5,1.30,132,40,40,0,0,0,0,0,0.18,11.0,439,0.1,3.509,2.586,1.137,50
15069,"POMPANO,FLORIDA,CKD,DRY HEAT",62.97,211,23.69,12.14,1.38,0.00,0.0,,43,0.67,31,341,636,76,0.69,0.078,0.025,46.8,0.0,0.680,0.150,3.800,0.870,0.230,17,0,17,17,,1.20,120,36,36,,,,,,,,,,4.499,3.315,1.458,64
15070,"ROCKFISH,PACIFIC,MXD SP,RAW",79.08,90,18.36,1.34,1.31,0.00,0.0,0.00,14,0.30,27,205,386,74,0.36,0.034,0.011,63.0,0.0,0.023,0.187,2.393,0.333,0.210,9,0,9,9,65.0,1.39,15,4,4,0,0,0,0,0,0.36,3.8,151,0.0,0.347,0.385,0.401,50
15071,"ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT",74.67,109,22.23,1.62,1.59,0.00,0.0,0.00,17,0.36,33,248,467,89,0.43,0.041,0.013,76.2,0.0,0.027,0.226,2.897,0.404,0.241,10,0,10,10,78.7,1.59,16,5,5,0,0,0,0,0,0.44,4.6,183,0.0,0.420,0.466,0.485,61
15072,"ROE,MIXED SPECIES,RAW",67.73,143,22.32,6.42,1.37,1.50,0.0,0.00,22,0.60,20,402,221,91,1.00,0.100,0.010,40.3,16.0,0.240,0.740,1.800,1.000,0.160,80,0,80,80,335.4,10.00,299,90,90,0,0,0,0,214,7.00,12.1,484,0.2,1.456,1.661,2.656,374
15073,"ROUGHY,ORANGE,RAW",75.67,76,16.41,0.70,1.08,0.00,0.0,0.00,9,1.01,17,107,167,72,0.23,0.075,0.050,66.7,0.0,0.031,0.045,1.530,0.051,0.052,26,0,26,26,,0.38,70,21,21,0,0,0,0,0,1.20,,,0.7,0.015,0.239,0.109,60
15076,"SALMON,ATLANTIC,WILD,RAW",68.50,142,19.84,6.34,2.54,0.00,0.0,,12,0.80,29,200,490,44,0.64,0.250,0.016,36.5,0.0,0.226,0.380,7.860,1.664,0.818,25,0,25,25,,3.18,40,12,12,,,,,,,,,,0.981,2.103,2.539,55
15079,"SALMON,CHUM,RAW",75.38,120,20.14,3.77,1.18,0.00,0.0,,11,0.55,22,283,429,50,0.47,0.055,0.015,36.5,0.0,0.080,0.180,7.000,0.750,0.400,4,0,4,4,,3.00,99,30,30,,,,,,1.09,,,,0.840,1.541,0.898,74
15081,"SALMON,COHO,WILD,RAW",72.66,146,21.62,5.93,1.21,0.00,0.0,0.00,36,0.56,31,262,423,46,0.41,0.051,0.014,36.5,1.0,0.113,0.140,7.230,0.823,0.549,9,0,9,9,109.4,4.17,135,40,40,0,0,0,0,0,0.73,9.0,361,0.1,1.260,2.134,1.992,45
15082,"SALMON,COHO,WILD,CKD,MOIST HEAT",65.39,184,27.36,7.50,1.53,0.00,0.0,,46,0.71,35,298,455,53,0.52,0.065,0.018,46.2,1.0,0.115,0.159,7.779,0.834,0.556,9,0,9,9,,4.48,108,32,32,,,,,,,,,,1.595,2.702,2.521,57
15083,"SALMON,PINK,RAW",75.52,127,20.50,4.40,1.52,0.00,0.0,0.00,7,0.38,27,261,366,75,0.39,0.063,0.011,31.4,0.0,0.080,0.105,7.995,1.030,0.611,4,0,4,4,94.6,4.15,117,35,35,0,0,0,0,0,0.40,10.9,435,0.4,0.810,1.348,0.811,46
15084,"FISH,SALMON,PINK,CND,TOTAL CAN CONTENTS",74.04,129,19.68,4.97,2.40,0.00,0.0,0.00,215,0.64,30,337,344,403,0.76,0.069,0.024,33.2,0.0,0.023,0.186,6.536,0.550,0.300,15,0,15,15,87.8,4.40,57,17,17,0,0,0,0,0,0.64,13.7,547,0.5,0.862,1.205,1.420,55
15085,"FISH,SALMON,SOCKEYE,RAW",72.54,131,22.25,4.69,1.26,0.00,0.0,0.00,9,0.43,30,257,367,78,0.46,0.064,0.011,29.8,0.0,0.132,0.207,8.507,1.070,0.731,6,0,6,6,94.6,4.69,162,49,49,0,0,0,0,0,0.83,14.1,563,0.1,0.814,1.371,1.115,51
15086,"FISH,SALMON,SOCKEYE,CKD,DRY HEAT",67.33,156,26.48,5.57,1.50,0.00,0.0,0.00,11,0.52,36,305,436,92,0.55,0.076,0.013,35.5,0.0,0.157,0.246,10.123,1.274,0.827,7,0,7,7,112.6,4.47,193,58,58,0,0,0,0,0,0.99,16.7,670,0.1,0.969,1.864,1.327,61
15088,"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",59.61,208,24.62,11.45,3.38,0.00,0.0,0.00,382,2.92,39,490,397,307,1.31,0.186,0.108,52.7,0.0,0.080,0.227,5.245,0.642,0.167,10,0,10,10,75.0,8.94,108,32,32,0,0,0,0,0,2.04,4.8,193,2.6,1.528,3.869,5.148,142
15089,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",66.86,185,20.86,10.45,1.88,0.54,0.1,0.43,240,2.30,34,366,341,414,1.40,0.272,0.206,40.6,1.0,0.044,0.233,4.200,0.730,0.123,24,0,24,24,76.0,9.00,151,34,32,0,26,0,1398,2,1.38,4.8,193,0.4,2.684,4.818,2.111,61
15090,"SCUP,RAW",75.37,105,18.88,2.73,1.21,0.00,0.0,0.00,40,0.53,23,185,287,42,0.48,0.051,0.035,36.5,0.0,0.110,0.100,4.100,0.750,0.300,15,0,15,15,65.0,1.40,90,27,27,0,0,0,0,0,0.50,1.2,47,0.1,0.640,0.560,1.030,52
15091,"SEA BASS,MXD SP,RAW",78.27,97,18.43,2.00,1.09,0.00,0.0,0.00,10,0.29,41,194,256,68,0.40,0.019,0.015,36.5,0.0,0.110,0.120,1.600,0.750,0.400,5,0,5,5,60.8,0.30,154,46,46,0,0,0,0,0,0.84,5.6,226,0.1,0.511,0.424,0.743,41
15092,"SEA BASS,MXD SP,CKD,DRY HEAT",72.14,124,23.63,2.56,1.40,0.00,0.0,,13,0.37,53,248,328,87,0.52,0.024,0.020,46.8,0.0,0.130,0.150,1.900,0.870,0.460,6,0,6,6,,0.30,213,64,64,,,,,,,,,,0.655,0.544,0.953,53
15093,"SEATROUT,MXD SP,RAW",78.09,104,16.74,3.61,1.26,0.00,0.0,,17,0.27,31,250,341,58,0.45,0.030,0.015,36.5,0.0,0.060,0.170,2.400,0.750,0.400,5,0,5,5,,3.00,100,30,30,,,,,,,,,,1.009,0.884,0.725,83
15097,"SHEEPSHEAD,RAW",77.97,108,20.21,2.41,1.09,0.00,0.0,,21,0.46,32,313,404,71,0.39,0.031,0.013,36.5,0.0,0.010,0.040,1.500,0.750,0.300,15,0,15,15,,2.00,100,30,30,,,,,,,,,,0.609,0.728,0.518,50
15098,"SHEEPSHEAD,CKD,DRY HEAT",69.04,126,26.02,1.63,1.44,0.00,0.0,,37,0.67,35,350,512,73,0.63,0.122,0.021,51.3,0.0,0.010,0.050,1.800,0.870,0.350,17,0,17,17,,2.30,115,35,35,,,,,,,,,,0.360,0.350,0.382,64
15099,"SMELT,RAINBOW,RAW",78.77,97,17.63,2.42,1.40,0.00,0.0,0.00,60,0.90,30,230,290,60,1.65,0.139,0.700,36.5,0.0,0.010,0.120,1.450,0.638,0.150,4,0,4,4,65.0,3.44,50,15,15,0,0,0,0,0,0.50,0.8,31,0.1,0.452,0.641,0.885,70
15100,"SMELT,RAINBOW,CKD,DRY HEAT",72.79,124,22.60,3.10,1.79,0.00,0.0,,77,1.15,38,295,372,77,2.12,0.178,0.900,46.8,0.0,0.010,0.146,1.766,0.740,0.170,5,0,5,5,,3.97,58,17,17,,,,,,,,,,0.579,0.822,1.135,90
15101,"SNAPPER,MIXED SPECIES,RAW",76.87,100,20.51,1.34,1.31,0.00,0.0,0.00,32,0.18,32,198,417,64,0.36,0.028,0.013,38.2,1.6,0.046,0.003,0.284,0.750,0.400,5,0,5,5,65.0,3.00,106,32,32,0,0,0,0,0,0.96,10.2,408,0.1,0.285,0.251,0.459,37
15102,"SNAPPER,MXD SP,CKD,DRY HEAT",70.35,128,26.30,1.72,1.41,0.00,0.0,,40,0.24,37,201,522,57,0.44,0.046,0.017,49.0,1.6,0.053,0.004,0.346,0.870,0.460,6,0,6,6,,3.50,115,35,35,,,,,,,,,,0.365,0.322,0.588,47
15103,"SPOT,RAW",75.95,123,18.51,4.90,1.06,0.00,0.0,,14,0.32,42,186,496,29,0.51,0.046,0.035,36.5,0.0,0.160,0.220,7.000,0.750,0.400,5,0,5,5,,3.00,100,30,30,,,,,,,,,,1.450,1.330,1.090,60
15104,"STURGEON,MXD SP,RAW",76.55,105,16.14,4.04,1.10,0.00,0.0,0.00,13,0.70,35,211,284,54,0.42,0.041,0.025,12.6,0.0,0.070,0.070,8.300,0.750,0.200,15,0,15,15,56.0,2.20,700,210,210,0,0,0,0,0,0.50,10.3,412,0.1,0.915,1.939,0.690,60
15105,"STURGEON,MXD SP,CKD,DRY HEAT",69.94,135,20.70,5.18,1.41,0.00,0.0,0.00,17,0.90,45,271,364,69,0.54,0.053,0.030,16.2,0.0,0.080,0.090,10.100,0.870,0.230,17,0,17,17,70.0,2.50,875,263,263,0,0,0,0,0,0.63,12.9,515,0.1,1.173,2.486,0.885,77
15107,"SUCKER,WHITE,RAW",79.71,92,16.76,2.32,1.46,0.00,0.0,,70,1.30,30,210,380,40,0.75,0.195,0.600,12.6,0.0,0.010,0.070,1.200,0.750,0.200,15,0,15,15,,2.00,170,51,51,,,,,,,,,,0.452,0.706,0.807,41
15108,"SUNFISH,PUMPKIN SEED,RAW",79.50,89,19.40,0.70,1.10,0.00,0.0,,80,1.20,30,180,350,80,1.55,0.300,0.700,12.6,1.0,0.080,0.070,1.200,0.750,0.120,15,0,15,15,,2.00,50,15,15,,,,,,,,,,0.139,0.117,0.246,67
15110,"SWORDFISH,RAW",73.38,144,19.66,6.65,1.44,0.00,0.0,0.00,5,0.38,29,255,418,81,0.66,0.039,0.011,57.4,0.0,0.075,0.053,7.760,0.350,0.543,2,0,2,2,65.0,1.70,120,36,36,0,0,0,0,0,2.02,13.9,558,0.1,1.602,2.971,1.147,66
15111,"SWORDFISH,COOKED,DRY HEAT",68.26,172,23.45,7.93,1.71,0.00,0.0,0.00,6,0.45,35,304,499,97,0.78,0.046,0.013,68.5,0.0,0.089,0.063,9.254,0.417,0.615,2,0,2,2,77.5,1.62,129,43,43,0,0,0,0,0,2.41,16.6,666,0.1,1.911,3.544,1.368,78
15112,"TILEFISH,RAW",78.90,96,17.50,2.31,1.14,0.00,0.0,,26,0.25,28,187,433,53,0.37,0.041,0.010,36.5,0.0,0.120,0.160,2.900,0.750,0.260,15,0,15,15,,2.20,60,18,18,,,,,,,,,,0.441,0.571,0.599,50
15113,"TILEFISH,COOKED,DRY HEAT",70.24,147,24.49,4.69,1.36,0.00,0.0,,26,0.31,33,236,512,59,0.53,0.052,0.015,51.5,0.0,0.140,0.190,3.500,0.870,0.300,17,0,17,17,,2.50,69,21,21,,,,,,,,,,0.868,1.332,1.246,64
15114,"TROUT,MIXED SPECIES,RAW",71.42,148,20.77,6.61,1.17,0.00,0.0,0.00,43,1.50,22,245,361,52,0.66,0.188,0.851,12.6,0.5,0.350,0.330,4.500,1.940,0.200,13,0,13,13,65.0,7.79,57,17,17,0,0,0,0,0,0.20,3.9,155,0.1,1.149,3.254,1.499,58
15115,"TROUT,RAINBOW,WILD,RAW",71.87,119,20.48,3.46,1.31,0.00,0.0,,67,0.70,31,271,481,31,1.08,0.109,0.158,12.6,2.4,0.123,0.105,5.384,0.928,0.406,12,0,12,12,,4.45,62,19,19,,,,,,,,,,0.722,1.129,1.237,59
